"dep","dur","mem","temp","prec","rushhour","rushhour_combined","time","doy","hour","weekday_dummy","month","dur_min_bin","weekend","dur_boxcox"
2021-05-22 17:45:00,2491,"Non-Member",23.6,1,"NonPeak","Rush Hour","17:45:00","05-22","17",0,"May",41,"1",11.9123896848235
2021-05-22 15:58:28,1207,"Non-Member",23.6,1,"NonPeak","Rush Hour","15:58:28","05-22","15",0,"May",20,"1",10.3730343967101
2021-05-29 17:18:12,1797,"Non-Member",11.4,0,"NonPeak","Rush Hour","17:18:12","05-29","17",0,"May",29,"1",11.2046145453255
2021-05-29 16:38:37,1361,"Non-Member",11.4,0,"NonPeak","Rush Hour","16:38:37","05-29","16",0,"May",22,"1",10.6204329917974
2021-06-19 08:06:46,3328,"Non-Member",20.7,1,"NonPeak","Rush Hour","08:06:46","06-19","08",0,"Jun",55,"1",12.5600794029569
2021-06-05 08:04:47,891,"Non-Member",22.4,1,"NonPeak","Rush Hour","08:04:47","06-05","08",0,"Jun",14,"1",9.76086582847382
2021-06-05 06:50:33,3277,"Non-Member",22.4,1,"NonPeak","Rush Hour","06:50:33","06-05","06",0,"Jun",54,"1",12.5250709123477
2021-06-12 09:21:50,298,"Non-Member",19.3,0,"NonPeak","Rush Hour","09:21:50","06-12","09",0,"Jun",4,"1",7.70175733565707
2021-06-19 08:37:29,334,"Non-Member",20.7,1,"NonPeak","Rush Hour","08:37:29","06-19","08",0,"Jun",5,"1",7.90570115859755
2021-06-05 12:15:26,559,"Non-Member",22.4,1,"NonPeak","Non-Rush Hour","12:15:26","06-05","12",0,"Jun",9,"1",8.85648866021474
2021-06-19 14:18:56,1455,"Non-Member",20.7,1,"NonPeak","Non-Rush Hour","14:18:56","06-19","14",0,"Jun",24,"1",10.7593334330724
2021-06-26 21:12:24,489,"Non-Member",21.4,1,"NonPeak","Non-Rush Hour","21:12:24","06-27","21",0,"Jun",8,"1",8.60472153618015
2021-06-12 22:12:54,633,"Non-Member",19.3,0,"NonPeak","Non-Rush Hour","22:12:54","06-13","22",0,"Jun",10,"1",9.09351159880349
2021-06-12 23:07:18,879,"Non-Member",19.3,0,"NonPeak","Non-Rush Hour","23:07:18","06-13","23",0,"Jun",14,"1",9.73395576682999
2021-06-05 16:07:44,923,"Non-Member",22.4,1,"NonPeak","Rush Hour","16:07:44","06-05","16",0,"Jun",15,"1",9.83106457552265
2021-06-12 16:36:17,969,"Non-Member",19.3,0,"NonPeak","Rush Hour","16:36:17","06-12","16",0,"Jun",16,"1",9.92823516150398
2021-06-05 15:40:58,1588,"Non-Member",22.4,1,"NonPeak","Rush Hour","15:40:58","06-05","15",0,"Jun",26,"1",10.9426735652781
2021-06-12 16:00:39,1005,"Non-Member",19.3,0,"NonPeak","Rush Hour","16:00:39","06-12","16",0,"Jun",16,"1",10.0014303831073
2021-06-12 16:36:41,3782,"Non-Member",19.3,0,"NonPeak","Rush Hour","16:36:41","06-12","16",0,"Jun",63,"1",12.852085295026
2021-07-17 07:27:54,448,"Non-Member",21.7,0,"NonPeak","Rush Hour","07:27:54","07-17","07",0,"Jul",7,"1",8.44176203345937
2021-07-10 09:50:24,1294,"Non-Member",19,0,"NonPeak","Rush Hour","09:50:24","07-10","09",0,"Jul",21,"1",10.5160626707092
2021-07-31 08:10:42,286,"Non-Member",17.9,0,"NonPeak","Rush Hour","08:10:42","07-31","08",0,"Jul",4,"1",7.62883188057656
2021-07-10 09:46:34,1181,"Non-Member",19,0,"NonPeak","Rush Hour","09:46:34","07-10","09",0,"Jul",19,"1",10.3284900916233
2021-07-10 08:55:43,410,"Non-Member",19,0,"NonPeak","Rush Hour","08:55:43","07-10","08",0,"Jul",6,"1",8.27827863156982
2021-07-10 12:51:24,681,"Non-Member",19,0,"NonPeak","Non-Rush Hour","12:51:24","07-10","12",0,"Jul",11,"1",9.23425998258837
2021-07-24 22:47:50,399,"Non-Member",21.9,1,"NonPeak","Non-Rush Hour","22:47:50","07-25","22",0,"Jul",6,"1",8.22841061328658
2021-07-24 20:12:38,2753,"Non-Member",21.9,1,"NonPeak","Non-Rush Hour","20:12:38","07-25","20",0,"Jul",45,"1",12.1338489299545
2021-07-17 23:06:37,1511,"Non-Member",21.7,0,"NonPeak","Non-Rush Hour","23:06:37","07-18","23",0,"Jul",25,"1",10.8382936295708
2021-07-24 11:29:05,5337,"Non-Member",21.9,1,"NonPeak","Non-Rush Hour","11:29:05","07-24","11",0,"Jul",88,"1",13.6575358958215
2021-07-10 15:37:18,332,"Non-Member",19,0,"NonPeak","Rush Hour","15:37:18","07-10","15",0,"Jul",5,"1",7.89490226596281
2021-07-31 18:21:35,2538,"Non-Member",17.9,0,"NonPeak","Rush Hour","18:21:35","07-31","18",0,"Jul",42,"1",11.9536124362013
2021-07-24 17:48:32,112,"Non-Member",21.9,1,"NonPeak","Rush Hour","17:48:32","07-24","17",0,"Jul",1,"1",6.04508776605134
2021-07-24 16:28:05,1418,"Non-Member",21.9,1,"NonPeak","Rush Hour","16:28:05","07-24","16",0,"Jul",23,"1",10.70565048588
2021-07-17 15:16:12,1614,"Non-Member",21.7,0,"NonPeak","Rush Hour","15:16:12","07-17","15",0,"Jul",26,"1",10.9768924661526
2021-08-14 09:54:32,1040,"Non-Member",20.9,1,"NonPeak","Rush Hour","09:54:32","08-14","09",0,"Aug",17,"1",10.0703665805361
2021-08-28 09:50:49,1773,"Non-Member",18.9,0,"NonPeak","Rush Hour","09:50:49","08-28","09",0,"Aug",29,"1",11.1759709907792
2021-08-21 07:44:27,1133,"Non-Member",27.5,0,"NonPeak","Rush Hour","07:44:27","08-21","07",0,"Aug",18,"1",10.243886525362
2021-08-28 07:51:57,734,"Non-Member",18.9,0,"NonPeak","Rush Hour","07:51:57","08-28","07",0,"Aug",12,"1",9.37966320938556
2021-08-07 09:08:10,1132,"Non-Member",23.6,1,"NonPeak","Rush Hour","09:08:10","08-07","09",0,"Aug",18,"1",10.2420899289767
2021-08-14 13:55:17,433,"Non-Member",20.9,1,"NonPeak","Non-Rush Hour","13:55:17","08-14","13",0,"Aug",7,"1",8.37877568729084
2021-08-21 11:35:05,707,"Non-Member",27.5,0,"NonPeak","Non-Rush Hour","11:35:05","08-21","11",0,"Aug",11,"1",9.30681429821823
2021-08-14 12:09:15,1560,"Non-Member",20.9,1,"NonPeak","Non-Rush Hour","12:09:15","08-14","12",0,"Aug",26,"1",10.9052545072921
2021-08-21 10:07:58,829,"Non-Member",27.5,0,"NonPeak","Non-Rush Hour","10:07:58","08-21","10",0,"Aug",13,"1",9.61815140369641
2021-08-14 00:20:25,897,"Non-Member",20.9,1,"NonPeak","Non-Rush Hour","00:20:25","08-14","00",0,"Aug",14,"1",9.77419889432184
2021-08-14 16:12:22,556,"Non-Member",20.9,1,"NonPeak","Rush Hour","16:12:22","08-14","16",0,"Aug",9,"1",8.84629627687154
2021-08-14 16:49:42,1142,"Non-Member",20.9,1,"NonPeak","Rush Hour","16:49:42","08-14","16",0,"Aug",19,"1",10.2599920545098
2021-08-14 17:21:00,2651,"Non-Member",20.9,1,"NonPeak","Rush Hour","17:21:00","08-14","17",0,"Aug",44,"1",12.0499814217069
2021-08-28 16:55:04,4593,"Non-Member",18.9,0,"NonPeak","Rush Hour","16:55:04","08-28","16",0,"Aug",76,"1",13.3029885895423
2021-08-21 17:31:39,1197,"Non-Member",27.5,0,"NonPeak","Rush Hour","17:31:39","08-21","17",0,"Aug",19,"1",10.3560050051311
2021-09-11 09:20:18,660,"Non-Member",18.4,0,"NonPeak","Rush Hour","09:20:18","09-11","09",0,"Sep",11,"1",9.17381703355245
2021-09-04 08:02:10,356,"Non-Member",19,0,"NonPeak","Rush Hour","08:02:10","09-04","08",0,"Sep",5,"1",8.02080097280897
2021-09-25 09:52:08,703,"Non-Member",16.7,0,"NonPeak","Rush Hour","09:52:08","09-25","09",0,"Sep",11,"1",9.29580986347905
2021-09-18 09:27:33,1133,"Non-Member",18.7,0,"NonPeak","Rush Hour","09:27:33","09-18","09",0,"Sep",18,"1",10.243886525362
2021-09-11 09:06:40,1047,"Non-Member",18.4,0,"NonPeak","Rush Hour","09:06:40","09-11","09",0,"Sep",17,"1",10.0839030436566
2021-09-18 20:36:52,629,"Non-Member",18.7,0,"NonPeak","Non-Rush Hour","20:36:52","09-19","20",0,"Sep",10,"1",9.08135357128876
2021-09-04 12:40:52,5134,"Non-Member",19,0,"NonPeak","Non-Rush Hour","12:40:52","09-04","12",0,"Sep",85,"1",13.5654407659196
2021-09-18 19:37:14,1811,"Non-Member",18.7,0,"NonPeak","Non-Rush Hour","19:37:14","09-18","19",0,"Sep",30,"1",11.2211648557552
2021-09-18 11:00:03,3018,"Non-Member",18.7,0,"NonPeak","Non-Rush Hour","11:00:03","09-18","11",0,"Sep",50,"1",12.3393446892599
2021-09-11 14:35:35,926,"Non-Member",18.4,0,"NonPeak","Non-Rush Hour","14:35:35","09-11","14",0,"Sep",15,"1",9.83753304035971
2021-09-25 16:35:31,914,"Non-Member",16.7,0,"NonPeak","Rush Hour","16:35:31","09-25","16",0,"Sep",15,"1",9.8115451406328
2021-09-18 18:05:22,528,"Non-Member",18.7,0,"NonPeak","Rush Hour","18:05:22","09-18","18",0,"Sep",8,"1",8.74870685215436
2021-09-18 17:46:37,1281,"Non-Member",18.7,0,"NonPeak","Rush Hour","17:46:37","09-18","17",0,"Sep",21,"1",10.4952506069972
2021-09-04 18:34:57,2115,"Non-Member",19,0,"NonPeak","Rush Hour","18:34:57","09-04","18",0,"Sep",35,"1",11.5548326399094
2021-09-04 15:29:50,838,"Non-Member",19,0,"NonPeak","Rush Hour","15:29:50","09-04","15",0,"Sep",13,"1",9.63945149559911
2021-10-09 08:32:03,1017,"Non-Member",16,0,"NonPeak","Rush Hour","08:32:03","10-09","08",0,"Oct",16,"1",10.0253054534865
2021-10-02 08:42:09,306,"Non-Member",11.9,1,"NonPeak","Rush Hour","08:42:09","10-02","08",0,"Oct",5,"1",7.74892131878436
2021-10-02 07:13:30,1393,"Non-Member",11.9,1,"NonPeak","Rush Hour","07:13:30","10-02","07",0,"Oct",23,"1",10.668660714672
2021-10-16 09:55:34,401,"Non-Member",15.8,1,"NonPeak","Rush Hour","09:55:34","10-16","09",0,"Oct",6,"1",8.23756870775743
2021-10-02 06:18:20,190,"Non-Member",11.9,1,"NonPeak","Rush Hour","06:18:20","10-02","06",0,"Oct",3,"1",6.91947075234456
2021-10-23 01:44:53,790,"Non-Member",4.9,0,"NonPeak","Non-Rush Hour","01:44:53","10-23","01",0,"Oct",13,"1",9.52337968556958
2021-10-09 00:59:59,1517,"Non-Member",16,0,"NonPeak","Non-Rush Hour","00:59:59","10-09","00",0,"Oct",25,"1",10.8465969289383
2021-10-09 13:59:58,455,"Non-Member",16,0,"NonPeak","Non-Rush Hour","13:59:58","10-09","13",0,"Oct",7,"1",8.47050919431494
2021-10-23 00:17:46,660,"Non-Member",4.9,0,"NonPeak","Non-Rush Hour","00:17:46","10-23","00",0,"Oct",11,"1",9.17381703355245
2021-10-16 19:16:19,361,"Non-Member",15.8,1,"NonPeak","Non-Rush Hour","19:16:19","10-16","19",0,"Oct",6,"1",8.04606578427101
2021-10-09 15:34:05,1771,"Non-Member",16,0,"NonPeak","Rush Hour","15:34:05","10-09","15",0,"Oct",29,"1",11.1735683216647
2021-10-09 17:45:08,999,"Non-Member",16,0,"NonPeak","Rush Hour","17:45:08","10-09","17",0,"Oct",16,"1",9.98939658867922
2021-10-30 16:20:20,2215,"Non-Member",8.2,1,"NonPeak","Rush Hour","16:20:20","10-30","16",0,"Oct",36,"1",11.655183930252
2021-10-23 15:22:30,252,"Non-Member",4.9,0,"NonPeak","Rush Hour","15:22:30","10-23","15",0,"Oct",4,"1",7.40616762004274
2021-10-09 17:31:46,2107,"Non-Member",16,0,"NonPeak","Rush Hour","17:31:46","10-09","17",0,"Oct",35,"1",11.5466213934124
2021-05-09 09:43:12,738,"Non-Member",11.4,0,"NonPeak","Rush Hour","09:43:12","05-09","09",0,"May",12,"1",9.39025005809973
2021-05-09 09:48:13,700,"Non-Member",11.4,0,"NonPeak","Rush Hour","09:48:13","05-09","09",0,"May",11,"1",9.287519535977
2021-05-09 09:49:40,544,"Non-Member",11.4,0,"NonPeak","Rush Hour","09:49:40","05-09","09",0,"May",9,"1",8.80502598169052
2021-05-30 09:19:17,968,"Non-Member",13.6,1,"NonPeak","Rush Hour","09:19:17","05-30","09",0,"May",16,"1",9.92616727531509
2021-05-23 08:40:21,684,"Non-Member",15.8,1,"NonPeak","Rush Hour","08:40:21","05-23","08",0,"May",11,"1",9.24275750250994
2021-05-09 14:58:10,1947,"Non-Member",11.4,0,"NonPeak","Non-Rush Hour","14:58:10","05-09","14",0,"May",32,"1",11.3762155548046
2021-05-30 02:25:20,650,"Non-Member",13.6,1,"NonPeak","Non-Rush Hour","02:25:20","05-30","02",0,"May",10,"1",9.14442465590963
2021-05-23 13:34:52,2358,"Non-Member",15.8,1,"NonPeak","Non-Rush Hour","13:34:52","05-23","13",0,"May",39,"1",11.7918296196466
2021-05-16 19:30:48,808,"Non-Member",15.8,1,"NonPeak","Non-Rush Hour","19:30:48","05-16","19",0,"May",13,"1",9.56763118065564
2021-05-09 14:19:30,1599,"Non-Member",11.4,0,"NonPeak","Non-Rush Hour","14:19:30","05-09","14",0,"May",26,"1",10.9572118106771
2021-05-16 17:37:03,1408,"Non-Member",15.8,1,"NonPeak","Rush Hour","17:37:03","05-16","17",0,"May",23,"1",10.6909254770668
2021-05-02 17:17:02,818,"Non-Member",10,0,"NonPeak","Rush Hour","17:17:02","05-02","17",0,"May",13,"1",9.59183381660172
2021-05-16 17:57:12,2926,"Non-Member",15.8,1,"NonPeak","Rush Hour","17:57:12","05-16","17",0,"May",48,"1",12.2699091778745
2021-05-23 16:35:12,925,"Non-Member",15.8,1,"NonPeak","Rush Hour","16:35:12","05-23","16",0,"May",15,"1",9.83537898135678
2021-05-09 18:02:24,2038,"Non-Member",11.4,0,"NonPeak","Rush Hour","18:02:24","05-09","18",0,"May",33,"1",11.4746121503181
2021-06-20 09:23:44,2080,"Non-Member",21.8,0,"NonPeak","Rush Hour","09:23:44","06-20","09",0,"Jun",34,"1",11.518699963788
2021-06-20 09:35:04,536,"Non-Member",21.8,0,"NonPeak","Rush Hour","09:35:04","06-20","09",0,"Jun",8,"1",8.77705534339229
2021-06-13 06:28:46,409,"Non-Member",21.6,1,"NonPeak","Rush Hour","06:28:46","06-13","06",0,"Jun",6,"1",8.27379520244157
2021-06-20 08:32:48,1225,"Non-Member",21.8,0,"NonPeak","Rush Hour","08:32:48","06-20","08",0,"Jun",20,"1",10.4033701756835
2021-06-20 09:20:41,1788,"Non-Member",21.8,0,"NonPeak","Rush Hour","09:20:41","06-20","09",0,"Jun",29,"1",11.1939137424767
2021-06-06 11:09:23,1079,"Non-Member",24.5,0,"NonPeak","Non-Rush Hour","11:09:23","06-06","11",0,"Jun",17,"1",10.1447662941041
2021-06-13 14:23:12,587,"Non-Member",21.6,1,"NonPeak","Non-Rush Hour","14:23:12","06-13","14",0,"Jun",9,"1",8.94931659129891
2021-06-20 02:18:35,2719,"Non-Member",21.8,0,"NonPeak","Non-Rush Hour","02:18:35","06-20","02",0,"Jun",45,"1",12.1062081025933
2021-06-13 11:39:48,669,"Non-Member",21.6,1,"NonPeak","Non-Rush Hour","11:39:48","06-13","11",0,"Jun",11,"1",9.19992984872091
2021-06-13 00:47:20,918,"Non-Member",21.6,1,"NonPeak","Non-Rush Hour","00:47:20","06-13","00",0,"Jun",15,"1",9.82024168000955
2021-06-20 15:27:04,1067,"Non-Member",21.8,0,"NonPeak","Rush Hour","15:27:04","06-20","15",0,"Jun",17,"1",10.1221351467718
2021-06-13 18:39:15,1365,"Non-Member",21.6,1,"NonPeak","Rush Hour","18:39:15","06-13","18",0,"Jun",22,"1",10.6265168648665
2021-06-20 18:31:40,1357,"Non-Member",21.8,0,"NonPeak","Rush Hour","18:31:40","06-20","18",0,"Jun",22,"1",10.6143330229646
2021-06-27 16:40:49,617,"Non-Member",26.9,0,"NonPeak","Rush Hour","16:40:49","06-27","16",0,"Jun",10,"1",9.04445783503694
2021-06-06 18:45:53,1754,"Non-Member",24.5,0,"NonPeak","Rush Hour","18:45:53","06-06","18",0,"Jun",29,"1",11.1530465665616
2021-07-04 09:47:02,792,"Non-Member",18.4,0,"NonPeak","Rush Hour","09:47:02","07-04","09",0,"Jul",13,"1",9.52834102349961
2021-07-18 09:02:14,500,"Non-Member",21.8,0,"NonPeak","Rush Hour","09:02:14","07-18","09",0,"Jul",8,"1",8.64634897450632
2021-07-04 09:51:47,541,"Non-Member",18.4,0,"NonPeak","Rush Hour","09:51:47","07-04","09",0,"Jul",9,"1",8.79458059671237
2021-07-11 08:21:48,1932,"Non-Member",21,0,"NonPeak","Rush Hour","08:21:48","07-11","08",0,"Jul",32,"1",11.3596008281719
2021-07-04 08:12:30,764,"Non-Member",18.4,0,"NonPeak","Rush Hour","08:12:30","07-04","08",0,"Jul",12,"1",9.45783331594388
2021-07-18 20:15:59,1005,"Non-Member",21.8,0,"NonPeak","Non-Rush Hour","20:15:59","07-19","20",0,"Jul",16,"1",10.0014303831073
2021-07-18 20:18:11,1516,"Non-Member",21.8,0,"NonPeak","Non-Rush Hour","20:18:11","07-19","20",0,"Jul",25,"1",10.845215098317
2021-07-11 01:11:15,370,"Non-Member",21,0,"NonPeak","Non-Rush Hour","01:11:15","07-11","01",0,"Jul",6,"1",8.09076000542301
2021-07-25 12:23:15,1280,"Non-Member",22.8,1,"NonPeak","Non-Rush Hour","12:23:15","07-25","12",0,"Jul",21,"1",10.4936418251339
2021-07-11 02:02:04,504,"Non-Member",21,0,"NonPeak","Non-Rush Hour","02:02:04","07-11","02",0,"Jul",8,"1",8.66128230204817
2021-07-25 17:48:36,2215,"Non-Member",22.8,1,"NonPeak","Rush Hour","17:48:36","07-25","17",0,"Jul",36,"1",11.655183930252
2021-07-04 15:43:30,1165,"Non-Member",18.4,0,"NonPeak","Rush Hour","15:43:30","07-04","15",0,"Jul",19,"1",10.3006379996527
2021-07-18 17:17:04,1839,"Non-Member",21.8,0,"NonPeak","Rush Hour","17:17:04","07-18","17",0,"Jul",30,"1",11.253923274213
2021-07-04 16:06:13,508,"Non-Member",18.4,0,"NonPeak","Rush Hour","16:06:13","07-04","16",0,"Jul",8,"1",8.67610946026576
2021-07-18 17:55:31,892,"Non-Member",21.8,0,"NonPeak","Rush Hour","17:55:31","07-18","17",0,"Jul",14,"1",9.76309360050202
2021-08-08 09:25:41,827,"Non-Member",24,0,"NonPeak","Rush Hour","09:25:41","08-08","09",0,"Aug",13,"1",9.61338983144994
2021-08-15 08:11:10,284,"Non-Member",18.2,0,"NonPeak","Rush Hour","08:11:10","08-15","08",0,"Aug",4,"1",7.61641104581503
2021-08-22 07:48:22,900,"Non-Member",28.2,0,"NonPeak","Rush Hour","07:48:22","08-22","07",0,"Aug",15,"1",9.78083538788364
2021-08-22 09:43:28,3465,"Non-Member",28.2,0,"NonPeak","Rush Hour","09:43:28","08-22","09",0,"Aug",57,"1",12.6517877948301
2021-08-08 09:26:59,846,"Non-Member",24,0,"NonPeak","Rush Hour","09:26:59","08-08","09",0,"Aug",14,"1",9.65821296088379
2021-08-22 02:20:08,989,"Non-Member",28.2,0,"NonPeak","Non-Rush Hour","02:20:08","08-22","02",0,"Aug",16,"1",9.96919511538431
2021-08-08 12:11:46,1410,"Non-Member",24,0,"NonPeak","Non-Rush Hour","12:11:46","08-08","12",0,"Aug",23,"1",10.693877983702
2021-08-08 02:17:22,1769,"Non-Member",24,0,"NonPeak","Non-Rush Hour","02:17:22","08-08","02",0,"Aug",29,"1",11.171163212039
2021-08-08 12:25:39,4254,"Non-Member",24,0,"NonPeak","Non-Rush Hour","12:25:39","08-08","12",0,"Aug",70,"1",13.1239797784622
2021-08-22 01:50:39,718,"Non-Member",28.2,0,"NonPeak","Non-Rush Hour","01:50:39","08-22","01",0,"Aug",11,"1",9.3367904077924
2021-08-01 15:49:37,1290,"Non-Member",16.9,0,"NonPeak","Rush Hour","15:49:37","08-01","15",0,"Aug",21,"1",10.5096790552977
2021-08-29 16:51:04,587,"Non-Member",19.3,1,"NonPeak","Rush Hour","16:51:04","08-29","16",0,"Aug",9,"1",8.94931659129891
2021-08-15 17:41:46,937,"Non-Member",18.2,0,"NonPeak","Rush Hour","17:41:46","08-15","17",0,"Aug",15,"1",9.86109067025468
2021-08-01 17:11:25,1225,"Non-Member",16.9,0,"NonPeak","Rush Hour","17:11:25","08-01","17",0,"Aug",20,"1",10.4033701756835
2021-08-01 17:02:03,3262,"Non-Member",16.9,0,"NonPeak","Rush Hour","17:02:03","08-01","17",0,"Aug",54,"1",12.5146810765751
2021-09-19 08:33:07,909,"Non-Member",15.4,0,"NonPeak","Rush Hour","08:33:07","09-19","08",0,"Sep",15,"1",9.80062622321313
2021-09-12 09:39:47,1049,"Non-Member",19.1,0,"NonPeak","Rush Hour","09:39:47","09-12","09",0,"Sep",17,"1",10.0877556605422
2021-09-12 09:20:34,1121,"Non-Member",19.1,0,"NonPeak","Rush Hour","09:20:34","09-12","09",0,"Sep",18,"1",10.2222326329086
2021-09-19 06:23:08,339,"Non-Member",15.4,0,"NonPeak","Rush Hour","06:23:08","09-19","06",0,"Sep",5,"1",7.93244616914644
2021-09-19 09:00:14,397,"Non-Member",15.4,0,"NonPeak","Rush Hour","09:00:14","09-19","09",0,"Sep",6,"1",8.21921115709929
2021-09-26 14:34:15,611,"Non-Member",16.7,0,"NonPeak","Non-Rush Hour","14:34:15","09-26","14",0,"Sep",10,"1",9.0257674177336
2021-09-12 10:23:13,1908,"Non-Member",19.1,0,"NonPeak","Non-Rush Hour","10:23:13","09-12","10",0,"Sep",31,"1",11.3327744879132
2021-09-26 14:07:44,1085,"Non-Member",16.7,0,"NonPeak","Non-Rush Hour","14:07:44","09-26","14",0,"Sep",18,"1",10.155997141902
2021-09-26 21:05:22,602,"Non-Member",16.7,0,"NonPeak","Non-Rush Hour","21:05:22","09-27","21",0,"Sep",10,"1",8.99742006369956
2021-09-05 14:31:07,544,"Non-Member",19.5,1,"NonPeak","Non-Rush Hour","14:31:07","09-05","14",0,"Sep",9,"1",8.80502598169052
2021-09-26 18:04:03,861,"Non-Member",16.7,0,"NonPeak","Rush Hour","18:04:03","09-26","18",0,"Sep",14,"1",9.69296485175635
2021-09-19 18:08:54,755,"Non-Member",15.4,0,"NonPeak","Rush Hour","18:08:54","09-19","18",0,"Sep",12,"1",9.43467635991241
2021-09-05 18:22:55,509,"Non-Member",19.5,1,"NonPeak","Rush Hour","18:22:55","09-05","18",0,"Sep",8,"1",8.67979984704007
2021-09-19 15:12:24,1178,"Non-Member",15.4,0,"NonPeak","Rush Hour","15:12:24","09-19","15",0,"Sep",19,"1",10.3232937699351
2021-09-19 16:50:18,508,"Non-Member",15.4,0,"NonPeak","Rush Hour","16:50:18","09-19","16",0,"Sep",8,"1",8.67610946026576
2021-10-17 09:39:32,1371,"Non-Member",11.1,1,"NonPeak","Rush Hour","09:39:32","10-17","09",0,"Oct",22,"1",10.6356126903823
2021-10-10 06:46:21,331,"Non-Member",16.2,0,"NonPeak","Rush Hour","06:46:21","10-10","06",0,"Oct",5,"1",7.88948087104134
2021-10-03 06:16:21,437,"Non-Member",13,1,"NonPeak","Rush Hour","06:16:21","10-03","06",0,"Oct",7,"1",8.39576154230905
2021-10-10 07:27:37,908,"Non-Member",16.2,0,"NonPeak","Rush Hour","07:27:37","10-10","07",0,"Oct",15,"1",9.79843596253686
2021-10-03 09:55:47,975,"Non-Member",13,1,"NonPeak","Rush Hour","09:55:47","10-03","09",0,"Oct",16,"1",9.94060234013559
2021-10-03 14:42:02,944,"Non-Member",13,1,"NonPeak","Non-Rush Hour","14:42:02","10-03","14",0,"Oct",15,"1",9.87595277179548
2021-10-24 20:47:04,285,"Non-Member",7.3,0,"NonPeak","Non-Rush Hour","20:47:04","10-25","20",0,"Oct",4,"1",7.62263125813346
2021-10-17 11:19:54,809,"Non-Member",11.1,1,"NonPeak","Non-Rush Hour","11:19:54","10-17","11",0,"Oct",13,"1",9.57006352510315
2021-10-17 00:30:09,1261,"Non-Member",11.1,1,"NonPeak","Non-Rush Hour","00:30:09","10-17","00",0,"Oct",21,"1",10.4628582798328
2021-10-10 01:45:33,478,"Non-Member",16.2,0,"NonPeak","Non-Rush Hour","01:45:33","10-10","01",0,"Oct",7,"1",8.56224360501187
2021-10-10 17:03:06,1346,"Non-Member",16.2,0,"NonPeak","Rush Hour","17:03:06","10-10","17",0,"Oct",22,"1",10.5974743755797
2021-10-03 18:13:27,815,"Non-Member",13,1,"NonPeak","Rush Hour","18:13:27","10-03","18",0,"Oct",13,"1",9.58460108296399
2021-10-10 18:19:52,1145,"Non-Member",16.2,0,"NonPeak","Rush Hour","18:19:52","10-10","18",0,"Oct",19,"1",10.2653352128303
2021-10-03 15:35:20,535,"Non-Member",13,1,"NonPeak","Rush Hour","15:35:20","10-03","15",0,"Oct",8,"1",8.77353266575197
2021-10-17 15:24:28,1463,"Non-Member",11.1,1,"NonPeak","Rush Hour","15:24:28","10-17","15",0,"Oct",24,"1",10.7707789962918
2021-05-20 09:43:20,1342,"Non-Member",23.4,0,"AM","Rush Hour","09:43:20","05-20","09",1,"May",22,"0",10.5913132377791
2021-05-13 07:08:29,312,"Non-Member",13.4,0,"AM","Rush Hour","07:08:29","05-13","07",1,"May",5,"0",7.78357228718978
2021-05-27 09:15:37,549,"Non-Member",11.5,0,"AM","Rush Hour","09:15:37","05-27","09",1,"May",9,"0",8.82232042882716
2021-05-13 09:29:37,1634,"Non-Member",13.4,0,"AM","Rush Hour","09:29:37","05-13","09",1,"May",27,"0",11.0028791148143
2021-05-13 08:30:32,929,"Non-Member",13.4,0,"AM","Rush Hour","08:30:32","05-13","08",1,"May",15,"0",9.8439826931905
2021-05-06 12:18:12,317,"Non-Member",10.2,0,"NonPeak","Non-Rush Hour","12:18:12","05-06","12",1,"May",5,"0",7.81199346535111
2021-05-20 14:18:28,1948,"Non-Member",23.4,0,"NonPeak","Non-Rush Hour","14:18:28","05-20","14",1,"May",32,"0",11.3773191072893
2021-05-27 20:26:21,1092,"Non-Member",11.5,0,"NonPeak","Non-Rush Hour","20:26:21","05-28","20",1,"May",18,"0",10.1690294467716
2021-05-13 20:55:12,547,"Non-Member",13.4,0,"NonPeak","Non-Rush Hour","20:55:12","05-14","20",1,"May",9,"0",8.81541970972555
2021-05-20 10:10:05,611,"Non-Member",23.4,0,"NonPeak","Non-Rush Hour","10:10:05","05-20","10",1,"May",10,"0",9.0257674177336
2021-05-27 16:14:20,758,"Non-Member",11.5,0,"PM","Rush Hour","16:14:20","05-27","16",1,"May",12,"0",9.44242278970665
2021-05-13 18:26:34,834,"Non-Member",13.4,0,"PM","Rush Hour","18:26:34","05-13","18",1,"May",13,"0",9.63001030484569
2021-05-20 17:53:24,544,"Non-Member",23.4,0,"PM","Rush Hour","17:53:24","05-20","17",1,"May",9,"0",8.80502598169052
2021-05-06 18:52:30,2728,"Non-Member",10.2,0,"PM","Rush Hour","18:52:30","05-06","18",1,"May",45,"0",12.1135548994376
2021-05-20 17:43:05,875,"Non-Member",23.4,0,"PM","Rush Hour","17:43:05","05-20","17",1,"May",14,"0",9.72491232547094
2021-06-10 08:09:58,545,"Non-Member",18.5,0,"AM","Rush Hour","08:09:58","06-10","08",1,"Jun",9,"0",8.8084962706834
2021-06-24 08:33:00,711,"Non-Member",20.4,0,"NonPeak","Rush Hour","08:33:00","06-24","08",1,"Jun",11,"1",9.3177629036182
2021-06-17 08:23:43,774,"Non-Member",18.2,0,"AM","Rush Hour","08:23:43","06-17","08",1,"Jun",12,"0",9.48327738674134
